Name,Department,Rating,Difficulty,Number of Reviews,Would Take Again
Sean Fitzpatrick,Mathematics,4.5,3.0,7.0,
Benoit Dherin,Mathematics,2.9,3.4,10.0,
Theodore Stadnik,Mathematics,5.0,4.0,1.0,
Barbara Freeman,Rhetoric,2.5,3.0,1.0,
Nilgun Bakaraktar,Theatre & Dance,3.8,1.0,2.0,
Jonathan Stone,Writing,4.0,2.3,4.0,
Sara Boettiger,Agriculture,4.5,2.0,1.0,
Avinash Bhardwaj,Industrial Engineering,5.0,3.0,1.0,
K C Rosenak,Music,5.0,3.0,3.0,
Atilla Yilmaz,Mathematics,4.8,3.3,3.0,
Blake Hausman,English,4.0,2.5,2.0,
Justin  Gomer,Ethnic Studies,4.8,2.4,6.0,100%
Nathan Cheung,Electrical Engineering,1.0,3.0,1.0,
Ramon Jimenez,Spanish,3.0,2.0,1.0,
John Perry,Philosophy,4.2,3.3,3.0,
Molly Jacobs,Scandinavian,2.9,3.5,4.0,
Margeret Weir,Political Science,5.0,3.0,1.0,
Savaughn Banks,Social Welfare,4.5,1.5,2.0,
Tamara Roberts,Music,3.9,1.8,5.0,
Malcolm Feeley,Legal Studies,3.8,3.6,17.0,100%
Bryan Brown,Mathematics,,,,
Stephanie Sherman,Theatre  Dance,4.3,2.5,2.0,100%
Bernard Griego,Public Health,4.7,2.3,17.0,100%
Martin Renner,International Studies,3.3,3.0,2.0,0%
Diane Tober,Anthropology,,,,
Harriet Chiang,Journalism,1.0,2.0,1.0,0%
Miryam Sas,Film,3.4,3.4,14.0,100%
Roslyn Burns,Linguistics,,,,
Dunbar Ogden,Theatre  Dance,4.0,2.0,1.0,100%
Fareed Ben-Youssef,Film,5.0,3.0,1.0,100%
Jeffrey Bokor,Electrical Engineering,2.4,3.8,3.0,50%
Felix Gotti,Mathematics,4.0,3.0,1.0,100%
Anthony Long,Classics,4.0,3.0,22.0,67%
David Maldonado,African-American Studies,,,,
Sanjyot Mehendale,Near Eastern Studies,4.3,2.5,10.0,100%
Mitchell Breitwieser,English,4.8,2.6,47.0,100%
Chip Sullivan,Landscape Architecture & Regional Planning,4.5,2.6,20.0,100%
John Veitch,Business Administration,3.5,3.0,3.0,100%
Murat Arcak,Electrical Engineering,4.0,3.0,7.0,100%
Trevor Darrell,Computer Science,,,,
Fithawee Tzeggai,Sociology,4.0,3.0,1.0,100%
Kathleen Collins,Biology,2.7,3.3,9.0,100%
Elie Asmar,Business Administration,,,,
Marion Phillips,French,,,,
Kathryn Mann,Mathematics,4.8,4.0,2.0,100%
Wayne Delker,Engineering,1.0,5.0,1.0,0%
Gregory Biging,Environ. Sci. Policy & Mgmt.,3.0,5.0,1.0,0%
Lauren Edelman,Legal Studies,4.2,2.7,6.0,100%
Prasad Raghavendra,Computer Science,3.5,4.3,5.0,60%
Theocharis Grigoriadis,Political Science,3.0,2.0,2.0,0%
John Hurst,Education,4.4,1.9,10.0,100%
Keren Friedman-Peleg,Anthropology,,,,
Patricia Berger,Art History,4.3,2.9,9.0,100%
Sophie Volpp,Chinese,3.3,3.9,4.0,100%
Fred Collignon,Urban Design & Development,3.2,3.6,5.0,
Stanley Brandes,Anthropology,3.5,2.6,30.0,
Oskar Hallatschek,Physics,2.4,3.3,12.0,67%
Daniel F. Melia,Rhetoric,2.8,3.2,42.0,50%
"John ""Jack"" Wagoner",Mathematics,2.1,3.3,64.0,
Laura Garcia-Moreno,Spanish,4.7,2.7,3.0,100%
Livi Yoshioka,French,2.7,3.7,15.0,100%
Edgar Knobloch,Physics,3.8,5.0,7.0,100%
Keisha Williams,Social Welfare,1.5,4.5,2.0,0%
William Turner,Mass Communications,4.0,4.0,3.0,67%
Jenny Tan,English,5.0,3.0,1.0,100%
Rosie Wagner,Political Science,1.0,2.0,1.0,0%
Linda H Rugg,Scandinavian,5.0,2.9,11.0,100%
Amy Rust,Film,4.6,2.9,11.0,
Daniele Boucher,French,3.6,2.4,22.0,50%
Matt Francis,Chemistry,4.9,3.1,23.0,100%
Benson Tongue,Engineering,4.5,3.2,19.0,100%
Ayla Algar,Near Eastern Studies,4.8,2.7,3.0,
Suzanne Guerlac,French,4.5,3.9,17.0,
Shmuel Oren,Industrial Engineering,3.1,1.7,3.0,0%
John Taylor,Biology,4.5,2.4,10.0,100%
Els Anderson,English,4.8,3.5,8.0,
Carolyn Porter,English,3.8,2.8,11.0,
Brian Simison,Biology,5.0,3.0,1.0,100%
Yoko Uda,Japanese,4.8,2.2,6.0,
Lubna Qureshi,History,2.9,2.8,4.0,
Toby Reiner,Political Science,4.2,2.5,6.0,
Nils Halvard Lunde,Languages,4.0,2.5,2.0,100%
Felipe Barrueto,Theatre & Dance,4.5,2.0,1.0,
Eric Oh,Nutrition,4.3,2.7,6.0,
Prachi Deshpande,History,4.6,3.8,4.0,
Lindsay Taylor,Psychology,4.7,2.2,5.0,
Adrian McIntyre,Anthropology,5.0,2.5,2.0,
Jerome Baggett,Sociology,4.4,3.1,14.0,100%
Ali Javey,Electrical Engineering,4.5,3.0,5.0,100%
C. Z. Tugal,Sociology,4.0,4.3,4.0,
Calder Daenzer,Mathematics,4.5,2.8,5.0,
Dougherty Dru,Spanish,5.0,2.7,3.0,
Christopher Lever,Environmental Science,5.0,1.0,1.0,
L Michael,Linguistics,4.8,3.4,12.0,100%
Dawn Song,Computer Science,,,,
Sean Curran,Music,4.7,2.4,10.0,
Mont Allen,Art History,4.8,2.9,27.0,
Laura Enriquez,Sociology,3.9,3.0,8.0,
Mona El-Sherif,Near Eastern Studies,4.0,3.5,2.0,
Celine Piser,Comparative Literature,4.8,2.8,6.0,100%
Mia You,English,3.7,2.8,5.0,
Alexander Covalciuc,English,4.4,3.0,5.0,
Amanda Reiman,Social Welfare,4.8,1.9,10.0,
Mark Goble,English,4.3,2.8,13.0,100%
Pamela Diaz,French,3.8,4.7,3.0,
Michel Maharbiz,Electrical Engineering,3.5,3.1,11.0,34%
J Randles,Sociology,5.0,2.0,2.0,
Paul Renne,Earth Science,,,,
K P Feldman,Ethnic Studies,4.8,2.0,2.0,
AC Cook,History,4.8,1.5,2.0,
Uri Andrews,Mathematics,5.0,3.0,1.0,
Nils Bultmann,Music,3.2,1.3,3.0,
Paul Fine,Biology,5.0,2.9,7.0,100%
Parijat Deshpande,Psychology,3.7,3.3,3.0,
Vanessa Vega,Mass Communications,3.8,2.1,9.0,
George Tsai,Philosophy,4.8,1.5,2.0,
Courtney Wang,Computer Science,5.0,3.0,1.0,
David Linger,Art,4.8,3.5,2.0,
Nina Hagel,Legal Studies,5.0,2.0,2.0,100%
Susan Stone,Social Welfare,3.5,3.4,7.0,
Roi Livne,Sociology,5.0,3.3,3.0,
Matt Langione,American Studies,4.9,2.2,6.0,100%
Michelle Shiota,Psychology,5.0,2.0,1.0,
Rodney Hero,Political Science,4.0,3.0,1.0,100%
Andrea Stier Samuels,Psychology,2.5,4.0,1.0,
Soufiane Chami,Near Eastern Studies,4.5,1.0,3.0,
Steven Segal,Social Welfare,1.2,3.3,3.0,
Khalil Sullivan,English,5.0,4.0,1.0,
Clayton Critcher,Business Administration,3.9,2.8,4.0,
Nima Malboubi,African-American Studies,,,,
Ray Telles,Chicano Studies,4.3,2.3,6.0,100%
Zerubba Levi,Chemistry,3.5,4.0,1.0,
Nicole Alexander,Business Administration,5.0,2.0,1.0,
Maya Kuehn,Psychology,3.8,4.3,3.0,
Francine Landes,Theatre & Dance,4.5,2.0,2.0,
Aaron Lopes,Chemistry,4.5,3.2,10.0,100%
Joseph Richards,Statistics,3.5,3.3,6.0,
Sarah Boggs,Writing,4.8,2.0,2.0,
James Freitag,Mathematics,2.0,3.0,1.0,
Joseph Bohling,History,4.1,2.7,10.0,
Lissette Jimenez,Near Eastern Studies,5.0,2.0,2.0,100%
Christopher Snedigar,Chemistry,4.0,4.3,3.0,
Dyan Connelly,Psychology,4.9,2.7,9.0,100%
Allison Mongold,Mathematics,3.7,2.7,3.0,
Scott Loarie,Geography,5.0,2.0,1.0,
Daniel Cordaro,Psychology,4.0,3.0,1.0,
Susan Lin,Linguistics,3.6,3.4,10.0,80%
Holly Jackson,Spanish,5.0,2.6,5.0,100%
Jackson Crawford,Scandinavian,4.8,1.9,9.0,100%
Zane Burris,French,5.0,3.0,1.0,
Marisa Boyce,Women's Studies,5.0,4.0,1.0,100%
Nathan Cheng,Mathematics,5.0,1.0,3.0,
Jeana Jorgensen,Anthropology,3.3,3.7,3.0,67%
Philip Kan Gotanda,Theatre  Dance,5.0,2.0,2.0,100%
Eleanor Pries,Architecture,4.5,5.0,2.0,100%
Aanchal Jain,Environmental Science,5.0,3.0,1.0,100%
Carl Shapiro,Economics,,,,
Deolinda Adao,Portuguese,5.0,3.1,7.0,
Xinyi Yuan,Mathematics,3.1,3.2,21.0,46%
George Breslauer,Political Science,3.7,4.0,3.0,67%
Michael Shalev,Political Science,,,,
Niko Kolodny,Philosophy,4.4,2.8,21.0,100%
Luisa Giulianetti,English,5.0,1.0,1.0,100%
Lotta Weckstrom,Scandinavian,5.0,3.5,2.0,100%
Nipam Patel,Biology,5.0,3.0,2.0,100%
Richard Ofshe,Sociology,3.0,2.6,7.0,100%
William Di Napoli,Architecture,4.0,2.8,5.0,100%
Lowell Dittmer,Political Science,2.5,3.5,15.0,50%
Earl Klee,Interdisciplinary Studies,3.8,2.9,18.0,50%
Vasudha Paramasivan,Religious Studies,2.3,2.7,3.0,34%
Giulio Caviglia,Mathematics,4.1,3.0,8.0,100%
Eric Penner,Statistics,,,,
Katharine Young,Anthropology,4.5,2.0,3.0,100%
Pieter Abbeel,Computer Science,5.0,3.0,1.0,100%
Christine Beier,Linguistics,3.0,2.8,10.0,100%
Brian Gygi,Music,,,,
Keshia Williams,Social Welfare,3.0,2.0,3.0,0%
Seda Chavdarian,French,4.9,2.7,15.0,100%
David Rochlin,Business Administration,,,,
William Drummond,Journalism,4.0,1.0,1.0,100%
Damian Elias,Environ. Sci. Policy  Mgmt.,3.3,4.0,2.0,
Steven Justice,English,4.4,3.6,44.0,100%
Elizabeth Mitchell,Political Science,,,,
Benjamin Griffin,English,,,,
F. Dean Toste,Chemistry,3.5,3.4,14.0,34%
Jonas Meckling,Environ. Sci. Policy & Mgmt.,,,,
Gregory Levine,Art History,4.3,3.0,18.0,100%
Christoffer Bovbjerg,History,4.0,2.7,3.0,67%
Rosemarie Wagner,Political Science,4.8,3.6,7.0,100%
Merle Behr,Statistics,1.0,3.0,1.0,0%
Mark Asta,Engineering,4.6,2.8,3.0,100%
Andrew Sweet,Engineering,3.0,2.5,2.0,50%
Thomas Farber,English,4.3,3.3,6.0,100%
Damon Young,Film,4.9,2.4,6.0,100%
Robert Alter,Comparative Literature,4.8,3.3,3.0,100%
John Deionno,Mathematics,5.0,3.0,2.0,100%
Mahesh Sirinivasan,Psychology,5.0,3.0,1.0,100%
Norman Yao,Physics,5.0,4.0,2.0,100%
Jean Retzinger,Mass Communications,3.7,3.9,61.0,50%
Leigh Raiford,African-American Studies,4.3,2.8,9.0,100%
Gerald Benoit,Computer Science,5.0,3.6,10.0,100%
Farley Miller,Music,,,,
Donna Southard,Spanish,4.5,3.9,8.0,100%
Kimberly Koenig,Legal Studies,1.0,1.0,1.0,0%
Cathryn Carson,History,3.9,3.4,10.0,50%
Johann Koehler,Legal Studies,,,,
Brendan McSherry,Political Science,4.5,3.0,3.0,100%
Jeffrey Knapp,English,4.6,2.5,37.0,100%
Vanessa Ogle,History,4.0,3.5,2.0,100%
David Weisblat,Biology,2.0,3.3,10.0,34%
Casey Prince,Nutrition,,,,
Nitin Kohli,Statistics,4.9,3.8,7.0,100%
Mira Kopell,Film,5.0,2.8,11.0,100%
Semyon Dyatlov,Mathematics,4.6,3.4,11.0,100%
Neil Fligstein,Sociology,4.5,2.4,11.0,100%
Poema Q. Valente Meyer,Portuguese,5.0,2.7,3.0,100%
Jack Phillips,Business Administration,3.8,2.1,25.0,67%
Kei Kawai,Economics,1.2,3.4,5.0,0%
Patrick Russell,Theatre amp Dance,5.0,2.1,5.0,100%
Arman Zand,Business Administration,1.0,3.0,1.0,0%
Richard Wallace,Philosophy,,,,
Anna Tomi,Scandinavian,,,,
Lia Fernald,Public Health,4.0,2.4,3.0,50%
Sug Woo Shin,Mathematics,4.0,3.7,21.0,85%
Nikki Jones,African-American Studies,4.3,2.3,11.0,88%
Harley Shaiken,Latin American Studies,4.3,3.0,28.0,100%
Conrad Miller,Data Science,3.0,3.0,1.0,0%
Karen Frick,Urban Design & Development,4.9,1.4,7.0,100%
Catarina De Morais Gama,Languages,,,,
Galina Hale,Economics,2.1,4.5,9.0,23%
Edward Morse,Nuclear Engineering,2.8,3.3,5.0,100%
Ryan Steele,Chemistry,4.8,2.5,19.0,100%
Darrell Fields,Architecture,2.0,5.0,1.0,0%
Gary Pieroni,Business Administration,3.6,2.5,5.0,100%
Alexandre Bayen,Civil Engineering,4.5,3.0,8.0,100%
Ellen Simms,Biology,3.4,3.6,12.0,100%
L.J. Feldman,Biology,4.5,3.1,76.0,80%
John Yoo,Law,1.0,1.0,1.0,
Nancy Scheper-Hughes,Anthropology,2.9,3.4,30.0,75%
Andoni Mourdoukoutas,Bioengineering,,,,
Maria Sonevytsky,Music,5.0,3.0,1.0,100%
Padma Rangarajan,English,2.1,3.1,7.0,20%
Doug Dreger,Earth Science,3.8,3.0,8.0,0%
Marcin Majda,Chemistry,3.5,3.4,20.0,
Ryan Karnoski,Psychology,,,,
Linda Darling,English,5.0,2.0,1.0,100%
Alexander Katz,Chemical Engineering,4.0,4.0,1.0,100%
Negar Pour,Chemical Engineering,5.0,4.0,1.0,100%
Mel Chen,Women's Studies,3.6,2.4,14.0,67%
Amelia Farid,Mathematics,4.0,2.5,2.0,100%
Thomas Gold,Sociology,4.0,2.2,43.0,60%
John Marshall,Legal Studies,3.7,4.3,3.0,50%
Sarah Anzia,Public Policy,4.4,2.9,5.0,100%
Xavier Malina,Information Systems,,,,
Mark Cohen,African-American Studies,4.9,2.6,4.0,100%
Peter Daily,Public Health,3.5,3.3,3.0,100%
Patrick Kline,Economics,4.5,3.5,2.0,100%
Prabal Dutta,Electrical Engineering,3.0,3.0,1.0,0%
Luis Barco,Spanish,,,,
Drew Jacoby-Senghor,Business Administration,5.0,2.0,1.0,100%
Roya Maboudian,Chemical Engineering,3.8,2.8,9.0,100%
Kaoru Saijo,MolecularCellular Biology,2.4,4.8,3.0,100%
Sharon Inkelas,Linguistics,,,,
Jennifer Flaherty,Slavic Languages & Literatures,4.0,4.0,1.0,100%
Cynthia Aban,Tagalog,5.0,1.8,4.0,100%
Karina McCorkle,Slavic Languages & Literatures,5.0,2.5,2.0,100%
David Culler,Computer Science,3.1,3.8,5.0,100%
Neil Gilbert,Social Welfare,4.5,4.0,1.0,
Maggie Elmore,History,2.5,3.0,4.0,50%
Robert Price,Political Science,3.3,2.4,109.0,100%
Marian Diamond,Biology,4.4,1.7,56.0,75%
Noel Bartlow,Physics,5.0,2.0,1.0,100%
Solomon Hsiang,Public Policy,4.0,3.0,1.0,100%
Isaac Hager,Film,,,,
Jennifer Tamayo,Theatre & Dance,5.0,3.0,1.0,100%
Ian McRae,Landscape Architecture & Regional Planning,4.0,4.0,1.0,100%
Ashwak Hauter,Anthropology,,,,
Matthew McCauley,Philosophy,4.0,2.0,2.0,100%
Semeon Semeon Artamonov,Mathematics,,,,
Brian Wright,Economics,2.8,3.9,15.0,0%
Ahmee Marshall-Christensen,Mathematics,,,,
Arash Farahmand,Mathematics,4.0,3.0,1.0,100%
Sean Farhang,Public Policy,4.3,2.8,18.0,80%
Ida Johnson,Scandinavian,3.0,3.0,1.0,0%
Abdul JanMohamed,English,3.0,1.5,2.0,100%
Jonathan Rowan,Comparative Literature,2.0,4.0,2.0,0%
Kyle Steinfeld,Architecture,3.0,4.1,9.0,100%
Thomas Biolsi,Ethnic Studies,3.5,3.5,4.0,50%
Robert Braun,Sociology,5.0,4.0,32.0,89%
Stephen Morris,Mechanical Engineering,2.7,3.1,7.0,25%
Kirsten Schwartz,Rhetoric,4.3,3.6,20.0,67%
Jennifer Lee,Psychology,2.0,4.3,23.0,84%
Kai Vetter,Nuclear Engineering,4.0,3.3,3.0,50%
Sarah Harris,German,5.0,3.0,1.0,100%
Abigail De Kosnik,Theatre & Dance,4.4,2.0,12.0,80%
Cecil Giscombe,English,4.0,2.5,12.0,86%
Sam Olesky,Business Administration,3.5,3.5,9.0,100%
Armando Fox,Computer Science,1.1,3.9,16.0,0%
Diane Pearson,Ethnic Studies,4.5,1.8,25.0,100%
Nicholas Tackett,History,1.9,2.7,9.0,0%
Molly Bronstein,Comparative Literature,4.0,4.0,1.0,100%
Lubna Safi,Near Eastern Studies,5.0,3.0,1.0,100%
Yasmin Syed,Classics,5.0,2.3,31.0,89%
Bryan McCloskey,Chemical Engineering,4.0,3.5,2.0,100%
Lisa  Hirai Tsuchitani,Asian Studies,3.5,2.9,5.0,60%
Dylan Bland,Interdisciplinary Studies,5.0,1.5,2.0,100%
Mark Mueller,Mechanical Engineering,4.3,3.9,6.0,100%
Ozlem Ayduk,Psychology,4.6,2.4,23.0,86%
Gerard Roland,Economics,2.4,3.0,10.0,34%
Brian Bond,Music,5.0,2.5,2.0,100%
Manoj Mate,Political Science,5.0,3.0,2.0,100%
Ryan Sloan,Writing,4.6,3.5,27.0,71%
Matthew Hough,Music,3.3,2.9,5.0,75%
Paul de Morais,Comparative Literature,3.0,1.0,1.0,100%
Sonia Katyal,Law,3.8,3.4,6.0,67%
Anna Muza,Languages,4.8,2.2,15.0,100%
William White,Anthropology,4.7,2.8,7.0,100%
Steven Pedersen,Chemistry,4.4,3.4,199.0,88%
Kyle Deland,Legal Studies,5.0,3.0,4.0,100%
Peng Ding,Statistics,4.8,3.8,3.0,67%
Rickey Vincent,African-American Studies,,,,
Matthias Reinsch,Physics,4.0,4.0,3.0,67%
Gabriel Zucman,Economics,3.1,4.5,7.0,50%
Rodolfo Alaniz,History,4.1,3.6,11.0,89%
Oliver O'Reilly,Engineering,4.2,4.2,24.0,67%
Gillian Hart,Geography,3.9,4.2,32.0,50%
Joshua Goldstein,Economics,2.4,3.5,10.0,17%
Seema Saharan,Statistics,3.6,2.8,68.0,74%
Margaret Crawford,Architecture,4.0,2.6,5.0,100%
Stefano Dellavigna,Economics,4.1,3.0,17.0,50%
Massimo Mazzotti,History,4.1,2.8,16.0,73%
Sofia Villas-Boas,Economics,4.0,3.5,18.0,100%
Karen Chapple,Urban Design & Development,3.7,2.5,9.0,72%
Hassan Rezakhany,Near Eastern Studies,4.4,2.6,9.0,89%
Nicholas Mathew,Music,5.0,2.4,40.0,93%
Alison Davis-Rabosky,Biology,5.0,1.8,4.0,100%
Chunlei Liu,Computer Science,2.5,4.0,6.0,50%
Mingzhe Zheng,Chinese,5.0,3.5,2.0,100%
Pierre Simon,Mathematics,4.4,3.9,8.0,100%
Eglantine Colon,French,5.0,4.0,3.0,100%
William Holzapfel,Physics,4.0,3.8,14.0,84%
Leslea Hlusko,Biology,3.8,2.9,82.0,100%
Polina Lishko,Biology,3.7,3.6,7.0,43%
Roland Burgmann,Earth Science,4.6,2.4,14.0,85%
James Casey,Engineering,4.5,3.0,29.0,80%
Jenny Harrison,Mathematics,2.6,3.9,55.0,50%
Richard Packard,Physics,,,,
Iris Tommelein,Civil Engineering,2.6,3.1,8.0,17%
Andrew Leong,English,5.0,2.5,10.0,100%
George Bentley,Biology,4.1,3.1,8.0,100%
Roni Abusaad,Interdisciplinary Studies,3.6,4.1,8.0,100%
Ashley Reaver,Nutrition,4.4,3.0,6.0,67%
Spencer Strub,English,4.7,3.3,3.0,100%
Mahasin Mujahid,Public Health,,,,
Jeffery Cox,MolecularCellular Biology,5.0,4.0,1.0,100%
Claire Tourmen,French,4.9,2.5,4.0,100%
Wendy Sinek,Political Science,4.0,4.0,60.0,50%
Robert Yamasato,Music,4.9,3.4,14.0,89%
Borivoje Nikolic,Electrical Engineering,3.3,4.0,7.0,34%
Steven A. Wood,Economics,3.7,3.7,68.0,42%
Dolores McElroy,Film,4.6,3.3,19.0,100%
Atti Viragh,English,4.5,4.0,2.0,100%
Emi Nakamura,Economics,3.0,3.2,5.0,40%
Fenyong Liu,Public Health,4.3,1.9,4.0,100%
Thomas Carlson,Biology,2.0,2.5,2.0,0%
Pei-Chen Tsung,Near Eastern Studies,5.0,3.0,1.0,100%
N. Benjamin Erichson,Statistics,5.0,3.0,2.0,100%
Matthew Walker,Psychology,5.0,2.0,26.0,100%
Ion Stoica,Computer Science,1.0,5.0,1.0,0%
Doris Bachtrog,Not Specified,3.3,4.2,7.0,0%
Robin Flagg,Public Health,3.9,3.4,12.0,90%
Kurt Organista,Social Welfare,4.1,2.9,9.0,78%
Julie Woodruff,Biology,4.7,2.6,7.0,100%
Angela Marino,Theatre & Dance,3.1,3.0,11.0,67%
Alexander Bell,Chemical Engineering,1.0,4.8,7.0,0%
Mary Alice Yund,Chemistry,3.0,3.7,7.0,0%
Charles Hirschkind,Anthropology,3.8,3.0,34.0,50%
Sean Hendricks,Student Success Center,3.0,1.3,3.0,67%
Kubrat Danailov,Mathematics,5.0,3.0,2.0,100%
Kent Lightfoot,Anthropology,5.0,1.8,80.0,92%
Vasugi Kailasam,Asian Studies,4.4,3.4,3.0,100%
William Jagust,Public Health,4.5,3.0,9.0,100%
Nicolas Sitar,Civil Engineering,4.1,2.6,8.0,100%
Tony Keaveny,Mechanical Engineering,3.0,3.3,6.0,0%
Simo Makiharju,Mechanical Engineering,3.9,3.8,19.0,73%
Ajay Harish,Civil Engineering,4.8,4.2,5.0,100%
David Anthoff,Economics,4.0,2.5,11.0,90%
Samuel Otter,English,4.7,3.3,15.0,0%
Baoxia Mi,Civil Engineering,4.6,2.8,5.0,100%
Frederick Dolan,Rhetoric,,,,
Stephen Small,African-American Studies,4.0,2.0,24.0,58%
Stephen Collier,City & Regional Planning,2.5,2.5,2.0,50%
Scott Darieck,African-American Studies,5.0,3.1,8.0,100%
Michelle Ripplinger,English,5.0,3.1,4.0,100%
Karthik Shekhar,Chemical Engineering,3.8,3.8,3.0,100%
Michelle Chang,Chemistry,1.9,3.2,15.0,10%
Anne Baranger,Chemistry,4.8,4.3,34.0,93%
Douglas Koshland,Biology,4.4,3.4,3.0,100%
Bryan Wagner,English,4.9,2.8,33.0,100%
Leyla Modirzadeh,Theatre & Dance,4.4,2.5,10.0,80%
Jennifer Miller,English,3.8,3.9,57.0,56%
Talia Lebovitz,Education,5.0,2.0,1.0,100%
Onyebuchi Ekenta,Mathematics,1.7,4.2,6.0,17%
Emiliano Gomez,Mathematics,4.3,4.4,63.0,75%
Teri Crisp,Writing,2.9,3.1,9.0,100%
Steven K. Vogel,Political Science,4.2,3.3,35.0,59%
Steve Etter,Business Administration,3.9,4.0,44.0,67%
Stephen Lee,English,4.9,3.3,13.0,100%
Sonja Ivester,Sociology,3.4,2.4,29.0,45%
Zachary Johnson,Slavic Languages & Literatures,5.0,2.4,13.0,100%
Indira Martina Morre,Art,4.5,3.0,2.0,100%
Caroline Williams,Biology,4.5,2.8,15.0,94%
Alexander Craghead,American Studies,4.0,3.0,10.0,67%
Oliver P John,Psychology,4.9,2.1,65.0,100%
R Ramesh,Physics,3.0,2.6,33.0,40%
Isobel Boles,Scandinavian,4.4,2.0,6.0,100%
Kranthi Mandadapu,Chemical Engineering,4.6,4.1,13.0,93%
Daniel Arnold,Civil Engineering,5.0,3.4,3.0,100%
Jennifer Cho,English,4.4,2.4,10.0,100%
Peter Bartu,Peace & Conflict Studies,4.6,3.8,15.0,82%
Lexi Caruthers,Geography,5.0,2.8,4.0,100%
Kosa Goucher-Lambert,Mechanical Engineering,4.0,2.5,2.0,100%
James O'Brien,Computer Science,4.0,3.8,25.0,100%
Karl Britto,French,5.0,2.6,18.0,100%
Ehud Altman,Physics,1.5,4.3,11.0,10%
Raymond Hawkins,Economics,3.9,4.6,62.0,56%
Ke Xu,Chemistry,3.8,4.3,25.0,86%
Anthony Donoghue,Statistics,1.0,3.6,5.0,0%
R. Jay Wallace,Philosophy,4.0,3.0,27.0,78%
Eugene Chislenko,Philosophy,4.1,3.5,6.0,100%
Harriet Lau,Earth & Planetary Sciences,5.0,2.1,9.0,100%
Srijani Ghosh,Theatre  Dance,5.0,3.1,17.0,100%
Di Fang,Mathematics,4.9,3.0,6.0,100%
Ahamindra Jain,Chemistry,3.4,4.3,48.0,
James Turner,English,3.0,4.4,27.0,58%
Alex Frano,Physics,2.0,4.5,2.0,0%
Anca Dragan,Computer Science,5.0,2.6,5.0,100%
Homayoon Kazerooni,Mechanical Engineering,1.6,2.6,4.0,0%
Jinsoo An,East Asian Studies,4.2,2.8,6.0,50%
Ren Ng,Computer Science,5.0,3.0,4.0,100%
John Shoptaw,English,3.8,2.4,14.0,0%
Xavier Darzacq,MolecularCellular Biology,4.5,3.5,5.0,80%
Max Kaisler,Comparative Literature,4.4,3.8,3.0,67%
Stuart Russell,Computer Science,3.7,3.6,7.0,50%
David Lieberman,Law,5.0,4.0,3.0,100%
Gaspard Duchene,Astronomy,5.0,3.8,4.0,100%
Fernando Perez,Statistics,3.5,4.0,8.0,72%
Daniel Zoughbie,International Studies,5.0,4.6,22.0,91%
Matt Culler,Art History,3.4,2.3,7.0,34%
Jane Delaney,Liberal Arts,2.4,3.0,5.0,
Feng Wang,Physics,4.0,3.3,10.0,67%
Norman Gendelman,Film,5.0,2.2,5.0,
Sarah Iveson,Mathematics,3.3,3.3,3.0,
Arman Catterson,Psychology,5.0,3.4,123.0,98%
Jacob Gaboury,Film,3.5,3.0,2.0,50%
Mark Schlissel,Biology,3.8,3.7,20.0,0%
Rachel Kotok,Writing,5.0,3.8,4.0,100%
Shaofan Li,Civil Engineering,3.9,2.6,39.0,77%
Jill Bakehorn,Sociology,4.9,3.5,72.0,79%
Robert Pilawa-Podgurski,Electrical Engineering,,,,
Adda Athanasopoulos,Civil Engineering,,,,
Laleh Behbehanian,Sociology,5.0,3.8,63.0,97%
Luyi Yang,Business Administration,,,,
Kathy DeMaster,Environ. Sci. Policy amp Mgmt.,,,,
Eunyong Park,Molecular/Cellular Biology,,,,
Sarah Singh,Optometry,,,,
Fletcher Ibser,Economics,1.0,4.5,2.0,0%
Robert Brown,Legal Studies,4.1,3.3,27.0,92%
Ben Pageler,Cognitive Science,5.0,3.0,1.0,100%
Xin Luo,Art History,,,,
Margaret Larkin,Near Eastern Studies,3.4,3.7,6.0,0%
Veselina Dinova,Business Administration,,,,
Eric Cesal,Architecture,2.0,4.0,1.0,0%
Kellen Piao,Data Science,,,,
Yoonnyong Bahk,"Art, Media, & Design",1.0,1.4,3.0,
Masayoshi Tomizuka,Mechanical Engineering,4.0,5.0,1.0,100%
David Harris,Business Administration,5.0,2.0,1.0,100%
Isaac Bleaman,Linguistics,,,,
Tim White,Biology,4.0,3.9,21.0,100%
Robert Reich,Public Policy,4.8,3.1,48.0,90%
Judith Butler,Rhetoric,3.6,3.8,19.0,100%
Courtney Dressing,Astronomy,4.0,3.5,7.0,100%
Tracy Becker,Civil Engineering,4.5,4.0,2.0,100%
Krutika Tawri,Mathematics,3.0,3.0,3.0,100%
Tony Gass,African-American Studies,,,,
Jason Moser,Writing,1.0,5.0,1.0,
Joelle Frechette,Chemical Engineering,3.8,3.9,6.0,100%
Gaston Sanchez Trujillo,Statistics,3.0,3.5,48.0,38%
Dominic Fusco,History,,,,
Christyna Serrano,Education,5.0,1.0,1.0,100%
Geoffrey Lee,Philosophy,3.3,3.0,13.0,40%
Stephen Andrews,Environmental Science,3.3,3.1,23.0,43%
Rhonda Righter,Industrial Engineering,3.4,3.6,11.0,67%
John Briginshaw,Business Administration,3.5,3.5,43.0,61%
