Name,Department,Rating,Difficulty,Number of Reviews,Would Take Again
Nicholas De Monchaux,Professor in the Architecture department at University of California Berkeley,3.8,3.5,24,86%
Michael Fragomeni,Professor in the German department at University of California Berkeley,5,3,2,100%
Joe Dougherty,Professor in the Business Administration department at University of California Berkeley,5,3.5,2,100%
Helen Bateup,Professor in the MolecularCellular Biology department at University of California Berkeley,4.3,3,3,67%
Jeff Yau,Professor in the Information Systems department at University of California Berkeley,N/A,N/A,,N/A
Daniel Weisz,Professor in the Aerospace Studies department at University of California Berkeley,3,4,1,0%
Caroline Lepennec,Professor in the Economics department at University of California Berkeley,N/A,N/A,,N/A
Iswar Hariharan,Professor in the Biology department at University of California Berkeley,4.7,2.6,14,100%
Laurel Larsen,Professor in the Geography department at University of California Berkeley,3,3.7,3,34%
Matthew Crossley,Professor in the Psychology department at University of California Berkeley,N/A,N/A,,N/A
Richard Calendar,Professor in the Biology department at University of California Berkeley,3.5,3,24,0%
Daniel Hoffman,Professor in the French department at University of California Berkeley,5,2.1,9,100%
Victor Quiroz Ciriaco,Professor in the Spanish department at University of California Berkeley,N/A,N/A,,N/A
Alexander Appleton,Professor in the Mathematics department at University of California Berkeley,2,4.7,15,37%
Natalia Brizuela,Professor in the Spanish department at University of California Berkeley,4.6,3,13,100%
Nathan Sayre,Professor in the Geography department at University of California Berkeley,4.4,3.4,47,90%
Gian Garriga,Professor in the Biology department at University of California Berkeley,3.5,3.1,21,40%
Christopher Chua,Professor in the Asian Studies department at University of California Berkeley,5,2.4,12,100%
Yvan Yukee,Professor in the Anthropology department at University of California Berkeley,5,2.8,5,100%
Kristine Kay,Professor in the Political Science department at University of California Berkeley,4,4,1,0%
Michael Manga,Professor in the Earth & Planetary Sciences department at University of California Berkeley,5.1,2.8,22,100%
Laura Wagner,Professor in the Comparative Literature department at University of California Berkeley,4,5,2,50%
Barry Stroud,Professor in the Philosophy department at University of California Berkeley,3.3,3.7,19,0%
Jean-Paul Bourdier,Professor in the Architecture department at University of California Berkeley,2.1,4.3,8,0%
David Jaehning,Professor in the Architecture department at University of California Berkeley,5,3,1,100%
Kristofer Pister,Professor in the Electrical Engineering department at University of California Berkeley,4.2,3.7,3,100%
Brooks Ambrose,Professor in the Information Systems department at University of California Berkeley,5,3.5,4,100%
Andrew Dillin,Professor in the Biology department at University of California Berkeley,3,3.9,16,80%
Terence Hendershott,Professor in the Business Administration department at University of California Berkeley,2,5,4,N/A
Andy Shanken,Professor in the Architecture department at University of California Berkeley,4.8,3.1,21,100%
Carlos Fernandez-Pello,Professor in the Mechanical Engineering department at University of California Berkeley,3.2,1.9,7,100%
Alison Gopnik,Professor in the Psychology department at University of California Berkeley,2.1,3.2,27,100%
Christina Gerhardt,Professor in the German department at University of California Berkeley,4.6,2.8,10,100%
James Powell,Professor in the Economics department at University of California Berkeley,4.2,3,6,50%
Norman Sperling,Professor in the Astronomy department at University of California Berkeley,3.8,3.3,35,75%
Melanie Jeske,Professor in the Sociology department at University of California Berkeley,5,2,1,100%
Dylan Arceneaux,Professor in the Architecture department at University of California Berkeley,5,3,1,100%
Khatharya Um,Professor in the Ethnic Studies department at University of California Berkeley,3.4,2.8,19,100%
Bernado Hinojosa,Professor in the English department at University of California Berkeley,N/A,N/A,,N/A
Sanjay Kumar,Professor in the Bioengineering department at University of California Berkeley,4.4,2.7,6,100%
Christian Zickert,Professor in the Mathematics department at University of California Berkeley,3.5,3.7,3,100%
onstantin Teleman,Professor in the Mathematics department at University of California Berkeley,N/A,N/A,,N/A
David Frick,Professor in the Languages department at University of California Berkeley,N/A,N/A,,N/A
Jyh-Yuan Chen,Professor in the Engineering department at University of California Berkeley,3.6,3.1,10,50%
Brendan Shanahan,Professor in the History department at University of California Berkeley,4.7,2.7,7,100%
Thomas Fleming,Professor in the Ethnic Studies department at University of California Berkeley,4.9,1.6,27,N/A
Jim Baxter,Professor in the Biology department at University of California Berkeley,1,5,1,0%
Kristen Burmester,Professor in the Psychology department at University of California Berkeley,N/A,N/A,,N/A
Achva Stein,Professor in the Landscape Architecture  Regional Planning department at University of California Berkeley,4,2.5,2,100%
Solly Fulp,Professor in the Business Administration department at University of California Berkeley,5,2.1,5,80%
John McCauley,Professor in the Business Administration department at University of California Berkeley,5,2.5,2,100%
Dariek Scott,Professor in the African-American Studies department at University of California Berkeley,5,2,2,N/A
Ismail Muhammad,Professor in the English department at University of California Berkeley,N/A,N/A,,N/A
Dennis K. Lieu,Professor in the Engineering department at University of California Berkeley,2.8,3.8,45,15%
Keith Johnson,Professor in the Linguistics department at University of California Berkeley,4.5,2.8,17,100%
Amy Lee,Professor in the English department at University of California Berkeley,5,2,1,100%
Mahesh Srinivasan,Professor in the Psychology department at University of California Berkeley,4,2.4,3,100%
Mark Labovitz,Professor in the Data Science department at University of California Berkeley,N/A,N/A,,N/A
Robert Bergman,Professor in the Chemistry department at University of California Berkeley,4,2.9,10,0%
John Kuriyan,Professor in the Chemistry department at University of California Berkeley,3.5,3.8,35,100%
David Savage,Professor in the Biology department at University of California Berkeley,4.3,4,19,100%
Amel Belguith,Professor in the Near Eastern Studies department at University of California Berkeley,4.5,3.5,9,88%
Eli Yablonovitch,Professor in the Electrical Engineering department at University of California Berkeley,2.2,2.8,7,25%
Benjamin Faber,Professor in the Economics department at University of California Berkeley,2.8,4,14,56%
Paolo D'Odorico,Professor in the Environ. Sci. Policy & Mgmt. department at University of California Berkeley,2.5,2.5,2,50%
Laura Nader,Professor in the Anthropology department at University of California Berkeley,3.8,3.1,82,78%
Sandrine Dudoit,Professor in the Statistics department at University of California Berkeley,2,3,1,0%
Christina Hill,Professor in the Landscape Architecture  Regional Planning department at University of California Berkeley,4.8,2,2,100%
Tiffany Page,Professor in the Ethnic Studies department at University of California Berkeley,N/A,N/A,,N/A
Susanne Gahl,Professor in the Linguistics department at University of California Berkeley,3.4,3,15,58%
Soraya Tlatli,Professor in the French department at University of California Berkeley,4.4,3,11,100%
Jacob Dalton,Professor in the Philosophy department at University of California Berkeley,3.5,3.3,6,100%
Darell Fields,Professor in the Architecture department at University of California Berkeley,3.1,4.3,9,40%
Julie Chang,Professor in the Rhetoric department at University of California Berkeley,N/A,N/A,,N/A
Michael Omi,Professor in the Ethnic Studies department at University of California Berkeley,4.3,2.5,24,100%
Victoria Robinson,Professor in the Ethnic Studies department at University of California Berkeley,4.5,3.1,103,90%
Edward Miguel,Professor in the Economics department at University of California Berkeley,4.6,3.8,15,100%
Peter Ekman,Professor in the Geography department at University of California Berkeley,3.6,3.1,11,46%
Sanjay Govindjee,Professor in the Civil Engineering department at University of California Berkeley,3.4,3.4,19,50%
Irina Paperno,Professor in the Slavic Languages & Literatures department at University of California Berkeley,3.9,3,16,67%
Nathan Ring,Professor in the Art department at University of California Berkeley,N/A,N/A,,N/A
Giovanni Compiani,Professor in the Business Administration department at University of California Berkeley,5,4,1,100%
Kent Puckett,Professor in the English department at University of California Berkeley,5,3.5,60,100%
Sarah Minkow,Professor in the Nutrition department at University of California Berkeley,N/A,N/A,,N/A
Tom Bruns,Professor in the Biology department at University of California Berkeley,4.5,3.9,20,100%
Aila Matanock,Professor in the Political Science department at University of California Berkeley,4.2,3.2,5,80%
Max Shen,Professor in the Industrial Engineering department at University of California Berkeley,4.8,3.2,10,100%
Jason Britton,Professor in the Physical Education department at University of California Berkeley,3.8,1.6,12,72%
